"","dim1","dim2","dim3","n0","BG","NAG","AP","LAP","tmmn_lt","ph","pr_lt","soil_moisture_lt","height","Total_Bacteria_AB_g","TotalAB","koppen_clim","Sample"
"103",0.222598461864637,-0.0335971609544308,-0.353352513462847,202,5.43999260913557,5.64112439699826,8.54167432876925,3.2692607190652,7.323333333,530,111.5333333,0.48700655,29,103542857.142857,18.4554961732956,"Temperate","038"
"104",0.112705860150393,-0.0457255856501907,-0.350765097384894,200,6.00174303228095,6.80724803037041,8.67132763162592,3.91275674097837,6.208333333,640,90.81666667,0.27024624,707,27525423.7288136,17.1306206711102,"Temperate","226"
"105",0.0170963193284835,-0.189441126926885,0.093460655641803,193,5.79564845941831,5.95511392053305,7.43286270713166,4.99044820162281,-1.27,570,120.8,0.30454308,1869,7670588.23529412,15.8529039937687,"Continental cold/Tundra","171"
"106",-0.210045689648564,-0.12644445204927,0.0323180435681126,192,4.08555750738595,3.17169538361936,7.26650424225508,2.25764935936902,1.96,600,43.1,0.13823664,142,17360000,16.6696793248002,"Continental hot summer","013"
"107",0.006344174723311,-0.297997221992878,-0.0465676223928057,183,6.0528351042925,5.76193027104393,7.87986641856513,5.11130917140115,1.755,540,61.6,0.49217913,17,23384615.3846154,16.9675889446721,"Continental hot summer","015"
"108",0.108704803025441,-0.160120625456123,0.111376241127494,180,6.2391092780563,5.89539932465568,7.67822087986622,3.3486808070917,7.61,560,51.8,0.21514477,140,6.4e+07,17.9743936569489,"Temperate","193"
"109",0.119105124458312,-0.0737414933315271,-0.324754906208811,179,5.39846908851312,5.32348476348365,8.10963579199236,2.42594655359858,-0.056666667,480,98.11666667,0.5431067,336,90666666.6666667,18.3227003466216,"Continental hot summer","041"
"110",0.166703589216157,-0.303391957674338,0.00985989256433956,177,4.33614411141658,5.09877923277348,8.12341837588614,2.72151209911416,6.718333333,500,56.06666667,0.209753,40,17824561.4035088,16.6960879743705,"Temperate","222"
"111",0.167296020030295,-0.194517947851113,-0.222439938433484,168,3.46198871460113,3.93760816514078,7.07166843354629,2.86759267732119,4.425,610,97.1,0.24889456,860,14123636.3636364,16.4633603605122,"Temperate","191"
"112",-0.0118456022091899,-0.085330538714806,0.0606589973240414,164,4.68813498787515,5.45523013429597,7.26807184167116,3.28315704240604,8.523333333,560,137.0166667,0.28987667,1330,34880000,17.3674241856748,"Temperate","158"
"113",0.310619405315482,-0.00858010623554084,0.11341758645685,159,6.24849549797773,6.93513272904672,8.17365088649879,3.6844818475508,3.816666667,560,73.5,0.20265453,1167,38057142.8571429,17.4545993738515,"Temperate","141"
"114",0.0459490975357797,-0.125891157651913,-0.402177988081592,152,5.91556521026434,6.35866234488326,8.39019700278005,4.13487275102568,3.358333333,560,55.65,0.2757396,81,11536842.1052632,16.2610562205505,"Continental hot summer","074"
"115",0.371780865724442,-0.121336379509796,0.109623467975727,120,5.98794531787867,6.03049754288384,6.83847800784315,2.51847886565526,4.343333333,570,95.85,0.28195915,1408,14363636.3636364,16.4802103878131,"Temperate","218"
"116",0.200322729000149,-0.231721649067969,-0.0325788637216036,105,5.6913468973849,5.45131199941043,6.50473102097422,3.98666626740299,6.46,500,50.3,0.24777901,35,40926315.7894737,17.5272838563782,"Temperate","221"
